PMID,Gene Name,Gene Type,Cell Name,Cell Type,Tissue Type,Experiment Type,Experimental Method,Title,Description of Gene,Interacting Gene,CellOntologyID
32019955,AATF,TF Pmarker,Thyroid cell,Cancer cell,Thyroid,low-throughput + high-throughput,Immunohistochemistry,AATF and SMARCA2 are associated with thyroid volume in Hashimoto's thyroiditis patients,"By two lines of evidence we show that two highly plausible genetic loci, AATF and SMARCA2, may be involved in determining the thyroid volume of HT patients.",SMARCA2,
32019955,SMARCA2,TF Pmarker,Thyroid cell,Cancer cell,Thyroid,low-throughput + high-throughput,Immunohistochemistry,AATF and SMARCA2 are associated with thyroid volume in Hashimoto's thyroiditis patients,"By two lines of evidence we show that two highly plausible genetic loci, AATF and SMARCA2, may be involved in determining the thyroid volume of HT patients.",AATF,
32042191,SOX2,TF Pmarker,Lung carcinoma cell,Cancer cell,Lung,low-throughput + high-throughput,NTSYS-pc;Immunofluorescent staining;Flow-throughput cytometry;RT-PCR;RNA-seq;qPCR,Regenerative lineages and immune-mediated pruning in lung cancer metastasis,"Metastases are enriched for key endoderm and lung-specifying transcription factors, SOX2 and SOX9, and recapitulate more primitive transcriptional programs spanning stem-like to regenerative pulmonary epithelial progenitor states",VIM;SOX9;DKK1,CL_0001064
32042191,SOX2,TF Pmarker,Lung adenocarcinoma cell ,Cancer cell,Lung,low-throughput + high-throughput,NTSYS-pc;Immunofluorescent staining;Flow-throughput cytometry;RT-PCR;RNA-seq;qPCR,Regenerative lineages and immune-mediated pruning in lung cancer metastasis,"Metastases are enriched for key endoderm and lung-specifying transcription factors, SOX2 and SOX9, and recapitulate more primitive transcriptional programs spanning stem-like to regenerative pulmonary epithelial progenitor states",VIM;SOX9;DKK1,
32042191,SOX9,TF Pmarker,Lung carcinoma cell,Cancer cell,Lung,low-throughput + high-throughput,NTSYS-pc;Immunofluorescent staining;Flow-throughput cytometry;RT-PCR;RNA-seq;qPCR,Regenerative lineages and immune-mediated pruning in lung cancer metastasis,"Metastases are enriched for key endoderm and lung-specifying transcription factors, SOX2 and SOX10, and recapitulate more primitive transcriptional programs spanning stem-like to regenerative pulmonary epithelial progenitor states",SOX2,CL_0001064
32042191,SOX9,TF Pmarker,Lung adenocarcinoma cell ,Cancer cell,Lung,low-throughput + high-throughput,NTSYS-pc;Immunofluorescent staining;Flow-throughput cytometry;RT-PCR;RNA-seq;qPCR,Regenerative lineages and immune-mediated pruning in lung cancer metastasis,"Metastases are enriched for key endoderm and lung-specifying transcription factors, SOX2 and SOX10, and recapitulate more primitive transcriptional programs spanning stem-like to regenerative pulmonary epithelial progenitor states",SOX2,
32043194,TGFB1,TF Pmarker,Stem cell,Cancer cell,Breast,low-throughput + high-throughput,RNA‑seq;Immunohistochemistry,Infammatory breast cancer cells are characterized by abrogated TGFβ1‑dependent cell motility and SMAD3 activity,"SMAD3 transcriptional activity and SMAD protein expression in IBC, together with  obliterated TGFβ1-induced IBC cell motility. The further reduction of nuclear SMAD expression levels in tumor emboli  suggests that the activity of these transcription factors is involved in the metastatic dissemination of IBC cells, possibly by  enabling collective invasion after partial EMT",SMAD3,CL_0000034
32043194,SMAD3,TF Pmarker,Stem cell,Cancer cell,Breast,low-throughput + high-throughput,RNA‑seq;Immunohistochemistry,Infammatory breast cancer cells are characterized by abrogated TGFβ1‑dependent cell motility and SMAD3 activity,"Genes diferentially expressed between IBC and nIBC cells post TGFβ1 exposure revealed attenuated expression of SMAD3 transcriptional regulators, but overexpression of MYC target genes in IBC.",TGFB1,CL_0000034
32046982,EREG,TF Pmarker,Uterus carcinoma cell,Cancer cell,Uterus,low-throughput + high-throughput,Western blot;RNA-seq;qPCR;ATAC-seq;ChIP-seq;Gene knock down;Immunohistochemistry;Microscopic observation,ETV4 Is Necessary for Estrogen Signaling and Growth in Endometrial Cancer Cells,ER is a key oncogene in endometrial cancer.ETV4 as an important factor in controllingthe activity of ER and the growth of endometrial cancercells.,ETV4,CL_0001064
32046982,ETV4,TF Pmarker,Uterus carcinoma cell,Cancer cell,Uterus,low-throughput + high-throughput,Western blot;RNA-seq;qPCR;ATAC-seq;ChIP-seq;Gene knock down;Immunohistochemistry;Microscopic observation,ETV4 Is Necessary for Estrogen Signaling and Growth in Endometrial Cancer Cells,ER is a key oncogene in endometrial cancer.ETV4 as an important factor in controllingthe activity of ER and the growth of endometrial cancercells.,EREG,CL_0001064
32061921,ARID3A,TF Pmarker,Stem cell,Cancer cell,Ovarian,low-throughput + high-throughput,RNA-seq;Western blot;Flow-throughput cytometry;qPCR;RT-qPCR,ARID3A and ARID3B induce stem promoting pathways in ovarian cancer cells,"ARID3A and ARID3B also induced expression of each other. While ARID3A and ARID3B likely have unique functions in distinct contexts, they are largely capable of regulating the same stem cell genes in cancer cells.",WNT5B;ARID3B;TIMP3;TWIST1;MYCN;MMP2;GLI2,CL_0000034
32061921,ARID3B,TF Pmarker,Cancer stem cell,Cancer cell,Ovarian,low-throughput + high-throughput,RNA-seq;Western blot;Flow-throughput cytometry;qPCR;RT-qPCR,ARID3A and ARID3B induce stem promoting pathways in ovarian cancer cells,"ARID3A and ARID3B also induced expression of each other. While ARID3A and ARID3B likely have unique functions in distinct contexts, they are largely capable of regulating the same stem cell genes in cancer cells.",WNT5B;ARID3B;TIMP3;TWIST1;MYCN;MMP2;GLI2,
32061921,ARID3B,TF Pmarker,Ovarian carcinoma cell,Cancer cell,Ovarian,low-throughput + high-throughput,RNA-seq;Western blot;Flow-throughput cytometry;qPCR;RT-qPCR,ARID3A and ARID3B induce stem promoting pathways in ovarian cancer cells,"ARID3A and ARID3B also induced expression of each other. While ARID3A and ARID3B likely have unique functions in distinct contexts, they are largely capable of regulating the same stem cell genes in cancer cells.",WNT5B;ARID3B;TIMP3;TWIST1;MYCN;MMP2;GLI2,CL_0001064
32061921,TWIST1,TF Pmarker,Cancer stem cell,Cancer cell,Ovarian,low-throughput + high-throughput,RNA-seq;Western blot;Flow-throughput cytometry;qPCR;RT-qPCR,ARID3A and ARID3B induce stem promoting pathways in ovarian cancer cells,"ARID3A/B induced genes involved in cancer and stem cell processes including: TWIST1, MYCN, MMP2, GLI2, TIMP3, and WNT5B",ARID3B;ARID3A,
32061921,TWIST1,TF Pmarker,Ovarian carcinoma cell,Cancer cell,Ovarian,low-throughput + high-throughput,RNA-seq;Western blot;Flow-throughput cytometry;qPCR;RT-qPCR,ARID3A and ARID3B induce stem promoting pathways in ovarian cancer cells,"ARID3A/B induced genes involved in cancer and stem cell processes including: TWIST1, MYCN, MMP2, GLI2, TIMP3, and WNT5B",ARID3B;ARID3A,CL_0001064
32061921,MYCN,TF Pmarker,Cancer stem cell,Cancer cell,Ovarian,low-throughput + high-throughput,RNA-seq;Western blot;Flow-throughput cytometry;qPCR;RT-qPCR,ARID3A and ARID3B induce stem promoting pathways in ovarian cancer cells,"ARID3A/B induced genes involved in cancer and stem cell processes including: TWIST1, MYCN, MMP2, GLI2, TIMP3, and WNT5B",ARID3B;ARID3A,
32061921,MYCN,TF Pmarker,Ovarian carcinoma cell,Cancer cell,Ovarian,low-throughput + high-throughput,RNA-seq;Western blot;Flow-throughput cytometry;qPCR;RT-qPCR,ARID3A and ARID3B induce stem promoting pathways in ovarian cancer cells,"ARID3A/B induced genes involved in cancer and stem cell processes including: TWIST1, MYCN, MMP2, GLI2, TIMP3, and WNT5B",ARID3B;ARID3A,CL_0001064
32061921,MMP2,TF Pmarker,Cancer stem cell,Cancer cell,Ovarian,low-throughput + high-throughput,RNA-seq;Western blot;Flow-throughput cytometry;qPCR;RT-qPCR,ARID3A and ARID3B induce stem promoting pathways in ovarian cancer cells,"ARID3A/B induced genes involved in cancer and stem cell processes including: TWIST1, MYCN, MMP2, GLI2, TIMP3, and WNT5B",ARID3B;ARID3A,
32061921,MMP2,TF Pmarker,Ovarian carcinoma cell,Cancer cell,Ovarian,low-throughput + high-throughput,RNA-seq;Western blot;Flow-throughput cytometry;qPCR;RT-qPCR,ARID3A and ARID3B induce stem promoting pathways in ovarian cancer cells,"ARID3A/B induced genes involved in cancer and stem cell processes including: TWIST1, MYCN, MMP2, GLI2, TIMP3, and WNT5B",ARID3B;ARID3A,CL_0001064
32061921,GLI2,TF Pmarker,Cancer stem cell,Cancer cell,Ovarian,low-throughput + high-throughput,RNA-seq;Western blot;Flow-throughput cytometry;qPCR;RT-qPCR,ARID3A and ARID3B induce stem promoting pathways in ovarian cancer cells,"ARID3A/B induced genes involved in cancer and stem cell processes including: TWIST1, MYCN, MMP2, GLI2, TIMP3, and WNT5B",ARID3B;ARID3A,
32061921,GLI2,TF Pmarker,Ovarian carcinoma cell,Cancer cell,Ovarian,low-throughput + high-throughput,RNA-seq;Western blot;Flow-throughput cytometry;qPCR;RT-qPCR,ARID3A and ARID3B induce stem promoting pathways in ovarian cancer cells,"ARID3A/B induced genes involved in cancer and stem cell processes including: TWIST1, MYCN, MMP2, GLI2, TIMP3, and WNT5B",ARID3B;ARID3A,CL_0001064
32061921,TIMP3,TF Pmarker,Cancer stem cell,Cancer cell,Ovarian,low-throughput + high-throughput,RNA-seq;Western blot;Flow-throughput cytometry;qPCR;RT-qPCR,ARID3A and ARID3B induce stem promoting pathways in ovarian cancer cells,"ARID3A/B induced genes involved in cancer and stem cell processes including: TWIST1, MYCN, MMP2, GLI2, TIMP3, and WNT5B",ARID3B;ARID3A,
32061921,TIMP3,TF Pmarker,Ovarian carcinoma cell,Cancer cell,Ovarian,low-throughput + high-throughput,RNA-seq;Western blot;Flow-throughput cytometry;qPCR;RT-qPCR,ARID3A and ARID3B induce stem promoting pathways in ovarian cancer cells,"ARID3A/B induced genes involved in cancer and stem cell processes including: TWIST1, MYCN, MMP2, GLI2, TIMP3, and WNT5B",ARID3B;ARID3A,CL_0001064
32061921,WNT5B,TF Pmarker,Cancer stem cell,Cancer cell,Ovarian,low-throughput + high-throughput,RNA-seq;Western blot;Flow-throughput cytometry;qPCR;RT-qPCR,ARID3A and ARID3B induce stem promoting pathways in ovarian cancer cells,"ARID3A/B induced genes involved in cancer and stem cell processes including: TWIST1, MYCN, MMP2, GLI2, TIMP3, and WNT5B",ARID3B;ARID3A,
32061921,WNT5B,TF Pmarker,Ovarian carcinoma cell,Cancer cell,Ovarian,low-throughput + high-throughput,RNA-seq;Western blot;Flow-throughput cytometry;qPCR;RT-qPCR,ARID3A and ARID3B induce stem promoting pathways in ovarian cancer cells,"ARID3A/B induced genes involved in cancer and stem cell processes including: TWIST1, MYCN, MMP2, GLI2, TIMP3, and WNT5B",ARID3B;ARID3A,CL_0001064
32079291,SNAI1,TF Pmarker,Stem cell,Cancer cell,Breast,low-throughput,qRT-PCR;Weston blot;Immunofluorescence,EMT Transcription Factors Are Involved in the Altered Cell Adhesion under Simulated Microgravity Effect or Overloading by Regulation of E-cadherin,"The changes in the expression of EMT-inducing factors SNAIL, TWIST and ZEB1 may be related to the effect of mechanical stress on cell adhesion.",ZEB1;TWIST1,CL_0000034
32079291,TWIST1,TF Pmarker,Stem cell,Cancer cell,Breast,low-throughput,qRT-PCR;Weston blot;Immunofluorescence,EMT Transcription Factors Are Involved in the Altered Cell Adhesion under Simulated Microgravity Effect or Overloading by Regulation of E-cadherin,"The changes in the expression of EMT-inducing factors SNAIL, TWIST and ZEB1 may be related to the effect of mechanical stress on cell adhesion.",ZEB1;SNAI1,CL_0000034
32079291,ZEB1,TF Pmarker,Stem cell,Cancer cell,Breast,low-throughput,qRT-PCR;Weston blot;Immunofluorescence,EMT Transcription Factors Are Involved in the Altered Cell Adhesion under Simulated Microgravity Effect or Overloading by Regulation of E-cadherin,"The changes in the expression of EMT-inducing factors SNAIL, TWIST and ZEB1 may be related to the effect of mechanical stress on cell adhesion.",TWIST1;SNAI1,CL_0000034
32079291,SNAI1,TF Pmarker,Stem cell,Cancer cell,Breast,low-throughput,qRT-PCR;Weston blot;Immunofluorescence,EMT Transcription Factors Are Involved in the Altered Cell Adhesion under Simulated Microgravity Effect or Overloading by Regulation of E-cadherin,"The altered cell adhesion in response to the mechanical stress may involve the changed expression of EMT-inducing factors, Snail, Twist, and ZEB1under the SMG/OL conditions.",ZEB1;TWIST1,CL_0000034
32079291,TWIST1,TF Pmarker,Stem cell,Cancer cell,Breast,low-throughput,qRT-PCR;Weston blot;Immunofluorescence,EMT Transcription Factors Are Involved in the Altered Cell Adhesion under Simulated Microgravity Effect or Overloading by Regulation of E-cadherin,"The altered cell adhesion in response to the mechanical stress may involve the changed expression of EMT-inducing factors, Snail, Twist, and ZEB1under the SMG/OL conditions.",ZEB1;SNAI1,CL_0000034
32079291,ZEB1,TF Pmarker,Stem cell,Cancer cell,Breast,low-throughput,qRT-PCR;Weston blot;Immunofluorescence,EMT Transcription Factors Are Involved in the Altered Cell Adhesion under Simulated Microgravity Effect or Overloading by Regulation of E-cadherin,"The altered cell adhesion in response to the mechanical stress may involve the changed expression of EMT-inducing factors, Snail, Twist, and ZEB1under the SMG/OL conditions.",TWIST1;SNAI1,CL_0000034
32093223,NR5A1,TF Pmarker,Adrenal cell,Cancer cell,Kidney,low-throughput + high-throughput,Weston blot;DNA-seq,Steroidogenic Factor 1 (NR5A1) Activates ATF3 Transcriptional Activity,"Steroidogenic Factor 1 (SF-1/NR5A1), an orphan nuclear receptor, is important for sexual differentiation and the development of multiple endocrine organs, as well as cell proliferation in cancer cells.",ATF3,
32094299,SOX2,TF Pmarker,Glial cell,Cancer cell,Brain,low-throughput + high-throughput,RNA-seq;Western blot;Microscopic observation;qRT-PCR;CHIP-PCR,A Sox2/miR-486-5p axis regulates survival of GBM cells by inhibiting tumor suppressor networks,The reprogramming transcription factors OCT4 and SOX2 drive the stemlike phenotype of glioblastoma.,POU5F1;KLF7,CL_0000125
32094299,POU5F1,TF Pmarker,Glial cell,Cancer cell,Brain,low-throughput + high-throughput,RNA-seq;Western blot;Microscopic observation;qRT-PCR;CHIP-PCR,A Sox2/miR-486-5p axis regulates survival of GBM cells by inhibiting tumor suppressor networks,The reprogramming transcription factors OCT4 and SOX2 drive the stemlike phenotype of glioblastoma,SOX2;KLF7,CL_0000125
32094299,SOX2,TF Pmarker,Glial cell,Cancer cell,Brain,low-throughput + high-throughput,RNA-seq;Western blot;Microscopic observation;qRT-PCR;CHIP-PCR,A Sox2/miR-486-5p axis regulates survival of GBM cells by inhibiting tumor suppressor networks,"Forced expression of miR-486-5p enhanced the self-renewal capacity of GBM neurospheres, and inhibition of endogenous miR486-5p activated PTEN and FoxO1 and induced cell death by upregulating pro-apoptotic protein BIM via a PTEN-dependent mechanism.",MIR486-1,CL_0000125
32094299,BCL2L11,TF Pmarker,Glial cell,Cancer cell,Brain,low-throughput + high-throughput,RNA-seq;Western blot;Microscopic observation;qRT-PCR;CHIP-PCR,A Sox2/miR-486-5p axis regulates survival of GBM cells by inhibiting tumor suppressor networks,"Forced expression of miR-486-5p enhanced the self-renewal capacity of GBM neurospheres, and inhibition of endogenous miR486-5p activated PTEN and FoxO1 and induced cell death by upregulating pro-apoptotic protein BIM via a PTEN-dependent mechanism.",MIR486-1,CL_0000125
32114388,NANOG,TF Pmarker,Liver carcinoma cell,Cancer cell,Liver,low-throughput,Immunofluorescent staining;RT-PCR;Microscopic observation;Western blot,ZHX2 restricts hepatocellular carcinoma by suppressing stem cell-like traits through KDM2A-mediated H3K36 demethylation,"NANOG, SOX4, and OCT4 are STEM-related transcription factors",SOX4;POU5F1,CL_0001064
32114388,SOX4,TF Pmarker,Liver carcinoma cell,Cancer cell,Liver,low-throughput,Immunofluorescent staining;RT-PCR;Microscopic observation;Western blot,ZHX2 restricts hepatocellular carcinoma by suppressing stem cell-like traits through KDM2A-mediated H3K36 demethylation,"NANOG, SOX4, and OCT4 are STEM-related transcription factors",NANOG;POU5F1,CL_0001064
32114388,POU5F1,TF Pmarker,Liver carcinoma cell,Cancer cell,Liver,low-throughput,Immunofluorescent staining;RT-PCR;Microscopic observation;Western blot,ZHX2 restricts hepatocellular carcinoma by suppressing stem cell-like traits through KDM2A-mediated H3K36 demethylation,"NANOG, SOX4, and OCT4 are STEM-related transcription factors.",NANOG;SOX4,CL_0001064
32114388,NANOG,TF Pmarker,Liver carcinoma cell,Cancer cell,Liver,low-throughput,Immunofluorescent staining;RT-PCR;Microscopic observation;Western blot,ZHX2 restricts hepatocellular carcinoma by suppressing stem cell-like traits through KDM2A-mediated H3K36 demethylation,"NANOG, SOX4 and POU5F1 are transcription factors that inhibit the expression of HCC cells",SOX4;POU5F1,CL_0001064
32114388,SOX4,TF Pmarker,Liver carcinoma cell,Cancer cell,Liver,low-throughput,Immunofluorescent staining;RT-PCR;Microscopic observation;Western blot,ZHX2 restricts hepatocellular carcinoma by suppressing stem cell-like traits through KDM2A-mediated H3K36 demethylation,"NANOG, SOX4 and POU5F1 are transcription factors that inhibit the expression of HCC cells",NANOG;POU5F1,CL_0001064
32114388,POU5F1,TF Pmarker,Liver carcinoma cell,Cancer cell,Liver,low-throughput,Immunofluorescent staining;RT-PCR;Microscopic observation;Western blot,ZHX2 restricts hepatocellular carcinoma by suppressing stem cell-like traits through KDM2A-mediated H3K36 demethylation,"NANOG, SOX4 and POU5F1 are transcription factors that inhibit the expression of HCC cells",NANOG;SOX4,CL_0001064
32118626,NCAM1,TF Pmarker,Lung carcinoma cell,Cancer cell,Lung,low-throughput,Microscopic observation,"Insulinoma-associated Protein 1 (INSM1) Is a Better Marker for the Diagnosis and Prognosis Estimation of Small Cell Lung Carcinoma Than Neuroendocrine Phenotype Markers Such as Chromogranin A, Synaptophysin, and CD56","To diagnose small cell lung carcinoma (SCLC), neuroendocrine (NE) phenotype markers such as chromogranin A, synaptophysin, and CD56 are helpful.",INSM1,CL_0001064
32142763,STAT3,TF Pmarker,Stem cell,Cancer cell,Blood vessel,low-throughput,qPCR;qRT-PCR;Western blot;Flow cytometry; Microscopic observation;Immunofluorescent staining,Silencing of p68 and STAT3 synergistically diminishes cancer progression,STAT3 and p68 are transcription factors in Cancer cell.,POLD3,CL_0000034
32142763,POLD3,TF Pmarker,Stem cell,Cancer cell,Blood vessel,low-throughput,qPCR;qRT-PCR;Western blot;Flow cytometry; Microscopic observation;Immunofluorescent staining,Silencing of p68 and STAT3 synergistically diminishes cancer progression,STAT3 and p68 are transcription factors in Cancer cell.,STAT3,CL_0000034
32151057,FOXA1,TF Pmarker,Gallbladder carcinoma cell,Cancer cell,Gallbladder,low-throughput + high-throughput,qPCR;Immunohistochemistry;Microscopic observation;RNA-seq,Opposing Roles of FoxA1 and FoxA3 in Intrahepatic Cholangiocarcinoma Progression,FOXA1 and FOXA3 were transcription factors mainly localized in the nuclei of normal bile duct (NBD) cells and some of the cancer cells.,FOXA3,CL_0001064
32151057,FOXA3,TF Pmarker,Gallbladder carcinoma cell,Cancer cell,Gallbladder,low-throughput + high-throughput,qPCR;Immunohistochemistry;Microscopic observation;RNA-seq,Opposing Roles of FoxA1 and FoxA3 in Intrahepatic Cholangiocarcinoma Progression,FOXA1 and FOXA3 were transcription factors mainly localized in the nuclei of normal bile duct (NBD) cells and some of the cancer cells.,FOXA1,CL_0001064
32161312,BCL2L11,TF Pmarker,Rhabdomyosarcoma cell,Cancer cell,Muscle,low-throughput + high-throughput,Western blot;Microscopic observation;qRT-PCR;RNA-seq;Flow cytometry,Co-inhibition of BET proteins and PI3Kα triggers mitochondrial apoptosis in rhabdomyosarcoma cells,BCL2L11、PMAIP1、BCL2L1、BCL-2 and MCL-1 are transcription factors expressed in rhabdomyosarcoma cells.,PMAIP1;BCL2;BCL2L1;MCL1,
32161312,PMAIP1,TF Pmarker,Rhabdomyosarcoma cell,Cancer cell,Muscle,low-throughput + high-throughput,Western blot;Microscopic observation;qRT-PCR;RNA-seq;Flow cytometry,Co-inhibition of BET proteins and PI3Kα triggers mitochondrial apoptosis in rhabdomyosarcoma cells,BCL2L11、PMAIP1、BCL2L1、BCL-2 and MCL-1 are transcription factors expressed in rhabdomyosarcoma cells.,MCL1;BCL2L11;BCL2;BCL2L1,
32161312,BCL2L1,TF Pmarker,Rhabdomyosarcoma cell,Cancer cell,Muscle,low-throughput + high-throughput,Western blot;Microscopic observation;qRT-PCR;RNA-seq;Flow cytometry,Co-inhibition of BET proteins and PI3Kα triggers mitochondrial apoptosis in rhabdomyosarcoma cells,BCL2L11、PMAIP1、BCL2L1、BCL-2 and MCL-1 are transcription factors expressed in rhabdomyosarcoma cells.,PMAIP1;BCL2L11;BCL2;MCL1,
32161312,BCL2,TF Pmarker,Rhabdomyosarcoma cell,Cancer cell,Muscle,low-throughput + high-throughput,Western blot;Microscopic observation;qRT-PCR;RNA-seq;Flow cytometry,Co-inhibition of BET proteins and PI3Kα triggers mitochondrial apoptosis in rhabdomyosarcoma cells,BCL2L11、PMAIP1、BCL2L1、BCL-2 and MCL-1 are transcription factors expressed in rhabdomyosarcoma cells.,PMAIP1;BCL2L11;MCL1;BCL2L1,
32161312,MCL1,TF Pmarker,Rhabdomyosarcoma cell,Cancer cell,Muscle,low-throughput + high-throughput,Western blot;Microscopic observation;qRT-PCR;RNA-seq;Flow cytometry,Co-inhibition of BET proteins and PI3Kα triggers mitochondrial apoptosis in rhabdomyosarcoma cells,BCL2L11、PMAIP1、BCL2L1、BCL-2 and MCL-1 are transcription factors expressed in rhabdomyosarcoma cells.,PMAIP1;BCL2L11;BCL2;BCL2L1,
32170367,ASCL1,TF Pmarker,Lung carcinoma cell,Cancer cell,Lung,low-throughput,qRT‑PCR;RT-PCR;RNA-seq;Western blot;Microscopic observation,Signifcance of achaete‑scute complex homologue 1 (ASCL1) in pulmonary neuroendocrine carcinomas; RNA sequence analyses using small cell lung cancer cells and Ascl1‑induced pulmonary neuroendocrine carcinoma cells,ASCL1 is one of the master transcription factors of small cell lung carcinoma (SCLC).,INSM1;ISL1,CL_0001064
32170367,INSM1,TF Pmarker,Lung carcinoma cell,Cancer cell,Lung,low-throughput,qRT‑PCR;RT-PCR;RNA-seq;Western blot;Microscopic observation,Signifcance of achaete‑scute complex homologue 1 (ASCL1) in pulmonary neuroendocrine carcinomas; RNA sequence analyses using small cell lung cancer cells and Ascl1‑induced pulmonary neuroendocrine carcinoma cells,INSM1 and ISL1 are transcription factors associated with small cell lung carcinoma,ISL1;ASCL1,CL_0001064
32170367,ISL1,TF Pmarker,Lung carcinoma cell,Cancer cell,Lung,low-throughput,qRT‑PCR;RT-PCR;RNA-seq;Western blot;Microscopic observation,Signifcance of achaete‑scute complex homologue 1 (ASCL1) in pulmonary neuroendocrine carcinomas; RNA sequence analyses using small cell lung cancer cells and Ascl1‑induced pulmonary neuroendocrine carcinoma cells,INSM1 and ISL1 are transcription factors associated with small cell lung carcinoma,INSM1;ASCL1,CL_0001064
32178401,ZKSCAN3,TF Pmarker,Melanocytes cell,Cancer cell,Skin,low-throughput,Microscopic observation;Immunofluorescent staining;Flow cytometry;qPCR;qRT-PCR,Cold Atmospheric Plasma and Silymarin Nanoemulsion Activate Autophagy in Human Melanoma Cells,"ZKSCAN3, TFEB, FOXO1,CRTC2,CREBBP and BECN-1 are transcription factors that expressed in Human Melanoma Cell.",BECN1;FOXO1;CRTC2;CREBBP;TFEB,
32178401,BECN1,TF Pmarker,Melanocytes cell,Cancer cell,Skin,low-throughput,Microscopic observation;Immunofluorescent staining;Flow cytometry;qPCR;qRT-PCR,Cold Atmospheric Plasma and Silymarin Nanoemulsion Activate Autophagy in Human Melanoma Cells,"ZKSCAN3, TFEB, FOXO1,CRTC2,CREBBP and BECN-1 are transcription factors that expressed in Human Melanoma Cell.",FOXO1;CRTC2;CREBBP;TFEB;ZKSCAN3,
32178401,CREBBP,TF Pmarker,Melanocytes cell,Cancer cell,Skin,low-throughput,Microscopic observation;Immunofluorescent staining;Flow cytometry;qPCR;qRT-PCR,Cold Atmospheric Plasma and Silymarin Nanoemulsion Activate Autophagy in Human Melanoma Cells,"ZKSCAN3, TFEB, FOXO1,CRTC2,CREBBP and BECN-1 are transcription factors that expressed in Human Melanoma Cell.",BECN1;FOXO1;CRTC2;TFEB;ZKSCAN3,
32178401,CRTC2,TF Pmarker,Melanocytes cell,Cancer cell,Skin,low-throughput,Microscopic observation;Immunofluorescent staining;Flow cytometry;qPCR;qRT-PCR,Cold Atmospheric Plasma and Silymarin Nanoemulsion Activate Autophagy in Human Melanoma Cells,"ZKSCAN3, TFEB, FOXO1,CRTC2,CREBBP and BECN-1 are transcription factors that expressed in Human Melanoma Cell.",BECN1;FOXO1;CREBBP;TFEB;ZKSCAN3,
32178401,FOXO1,TF Pmarker,Melanocytes cell,Cancer cell,Skin,low-throughput,Microscopic observation;Immunofluorescent staining;Flow cytometry;qPCR;qRT-PCR,Cold Atmospheric Plasma and Silymarin Nanoemulsion Activate Autophagy in Human Melanoma Cells,"ZKSCAN3, TFEB, FOXO1,CRTC2,CREBBP and BECN-1 are transcription factors that expressed in Human Melanoma Cell.",BECN1;CRTC2;CREBBP;TFEB;ZKSCAN3,
32178401,TFEB,TF Pmarker,Melanocytes cell,Cancer cell,Skin,low-throughput,Microscopic observation;Immunofluorescent staining;Flow cytometry;qPCR;qRT-PCR,Cold Atmospheric Plasma and Silymarin Nanoemulsion Activate Autophagy in Human Melanoma Cells,"ZKSCAN3, TFEB, FOXO1,CRTC2,CREBBP and BECN-1 are transcription factors that expressed in Human Melanoma Cell.",BECN1;FOXO1;CRTC2;CREBBP;ZKSCAN3,
32197643,BIRC5,TF Pmarker,Neuroblast cell,Cancer cell,Nerve,low-throughput,Weston blot;Immunofluorescent staining;mmunohistochemistry;Flow-throughput cytometry;qRT-PCR,Runt-related transcription factor 1 promotes apoptosis and inhibits neuroblastoma progression in vitro and in vivo,BIRC5、CSF2RB and NFKBIA are transcription factors that regulate neuroblastoma cells and are markers of neuroblastoma cells,RUNX1,
32197643,BIRC5,TF Pmarker,Nerve carcinoma cell,Cancer cell,Nerve,low-throughput,Weston blot;Immunofluorescent staining;mmunohistochemistry;Flow-throughput cytometry;qRT-PCR,Runt-related transcription factor 1 promotes apoptosis and inhibits neuroblastoma progression in vitro and in vivo,BIRC5、CSF2RB and NFKBIA are transcription factors that regulate neuroblastoma cells and are markers of neuroblastoma cells,RUNX1,CL_0001064
32197643,NFKBIA,TF Pmarker,Neuroblast cell,Cancer cell,Nerve,low-throughput,Weston blot;Immunofluorescent staining;mmunohistochemistry;Flow-throughput cytometry;qRT-PCR,Runt-related transcription factor 1 promotes apoptosis and inhibits neuroblastoma progression in vitro and in vivo,BIRC5、CSF2RB and NFKBIA are transcription factors that regulate neuroblastoma cells and are markers of neuroblastoma cells,RUNX1,
32197643,NFKBIA,TF Pmarker,Nerve carcinoma cell,Cancer cell,Nerve,low-throughput,Weston blot;Immunofluorescent staining;mmunohistochemistry;Flow-throughput cytometry;qRT-PCR,Runt-related transcription factor 1 promotes apoptosis and inhibits neuroblastoma progression in vitro and in vivo,BIRC5、CSF2RB and NFKBIA are transcription factors that regulate neuroblastoma cells and are markers of neuroblastoma cells,RUNX1,CL_0001064
32203417,TAZ,TF Pmarker,Stem cell,Cancer cell,Breast,low-throughput + high-throughput,Microscopic observation;Immunofluorescent staining;Weston blot;RT–qPCR;RNA-seq,Phase separation of TAZ compartmentalizes  the transcription machinery to promote gene expression,"TAZ promotes growth, development and tumorigenesis by regulating the expression of target genes.",BRD4;CDK9;TEAD4;MED1,CL_0000034
32319557,FASN,TF Pmarker,Prostate cancer cell,Cancer cell,Prostate,low-throughput + high-throughput,RT-qPCR;Immunofluorescent staining;Western blot,"Prostate field cancerization and exosomes: Association between CD9, early growth response 1 and fatty acid synthase",The authors have previously identified and validated two protein markers of field cancerization: The expressional upregulation of the transcription factor early growth response 1 (EGR‑1) and the lipogenic enzyme fatty acid synthase (FASN).,,
