PMID,Gene Name,Gene Type,Cell Name,Cell Type,Tissue Type,Experiment Type,Experimental Method,Title,Description of Gene,Interacting Gene,CellOntologyID
14512028,DBH,T Marker,Norepinephrine cell,Normal cell,Kidney,low-throughput,Western blot,HAND2 synergistically enhances transcription of dopamine-hydroxylase in the presence of Phox2av,DBH is the penultimate enzyme required for synthesis of norepinephrine and is thus a noradrenergic cell type-specific marker.,PHOX2A;HAND2;BMP4,
14561745,DEFA1,T Marker,Nerve cell,Normal cell,Nerve,low-throughput,RT-PCR;Western blot,Distinct RE-1 Silencing Transcription Factor-containing ComplexesInteract with Different Target Genes,"In contrast, the M4 gene is maintained in a silent state independently of REST and co-localizes with dimethylated H3K9 and HP1, characteristic of silenced or senescent euchromatic DNA. ",REST,CL_0002319
14575916,EDIL3,T Marker,B cell,Normal cell,Bone marrow,low-throughput,PCR,New candidate loci for multiple sclerosis susceptibility revealed by a whole genome association screen in a Belgian population,"In other highlight edregions, preliminary candidate genes from the immune system have been identified: e.g. the integrin ligand EDIL3, the high-mobility groupbox protein TOX, neutral sphingomyelinase activating factor (NSMAF) and the B-cell specific transcription factor POU2AF1.",POU2AF1,CL_0000236
14575916,NSMAF,T Marker,B cell,Normal cell,Bone marrow,low-throughput,PCR,New candidate loci for multiple sclerosis susceptibility revealed by a whole genome association screen in a Belgian population,"In other highlight edregions, preliminary candidate genes from the immune system have been identified: e.g. the integrin ligand EDIL3, the high-mobility groupbox protein TOX, neutral sphingomyelinase activating factor (NSMAF) and the B-cell specific transcription factor POU2AF1.",POU2AF1,CL_0000236
15252446,CD4,T Marker,T cell,Normal cell,Lymph,low-throughput + high-throughput,Flow cytometry;qPCR;DNA-seq,HIV Infection of Naturally Occurring and Genetically Reprogrammed Human Regulatory T-cells,"A T-cell subset, defined as CD4(+)CD25(hi) (regulatory T-cells [Treg cells]), was recently shown to suppress T-cell activation.",FOXP3,CL_0000084
15252446,IL2RA,T Marker,T cell,Normal cell,Lymph,low-throughput + high-throughput,Flow cytometry;qPCR;DNA-seq,HIV Infection of Naturally Occurring and Genetically Reprogrammed Human Regulatory T-cells,"A T-cell subset, defined as CD4(+)CD25(hi) (regulatory T-cells [Treg cells]), was recently shown to suppress T-cell activation.",FOXP3,CL_0000084
15466453,CD4,T Marker,T cell,Normal cell,Lymph,low-throughput,Western blot;Flow cytometry;qPCR;qRT-PCR;RT-PCR,Crucial role of FOXP3 in the development and function of human CD251CD41 regulatory T cells,"Thus, human FOXP3 is a crucial regulatory gene for the  development and function of CD25(+)CD4(+) regulatory T cells, and can be used as  their reliable marker.",FOXP3,CL_0000084
15563463,GATA1,T Marker,Blood cell,Normal cell,Blood,low-throughput + high-throughput,Western blot;Microscopic observation;Flow cytometry;RT-PCR;DNA-seq,Notch Signals Inhibit the Development of Erythroid/Megakaryocytic Cells by Suppressing GATA-1 Activity through the Induction of HES1,These results suggest that Notch1 inhibits the development of erythroid/megakaryocytic cells by suppressing GATA-1 activity through HES1.,HES1;NOTCH1,
15563473,BGLAP,T Marker,Osteoblast cell,Normal cell,Bone,low-throughput,Western blot;RT-PCR;sqRT-PCR,"Menin Suppresses Osteoblast Differentiation by Antagonizing the AP-1 Factor, JunD","Stable expression of JunD enhanced expression of the differentiation markers, Runx2, type 1 collagen (COL1), and osteocalcin (OCN) and alkaline phosphatase (ALP) activity and mineralization.",JUND,CL_0000062
15563473,ALPL,T Marker,Osteoblast cell,Normal cell,Bone,low-throughput,Western blot;RT-PCR;sqRT-PCR,"Menin Suppresses Osteoblast Differentiation by Antagonizing the AP-1 Factor, JunD","Stable expression of JunD enhanced expression of the differentiation markers, Runx2, type 1 collagen (COL1), and osteocalcin (OCN) and alkaline phosphatase (ALP) activity and mineralization.",JUND,CL_0000062
15579652,ANGPTL4,T Marker,Stem cell,Normal cell,Adipose,low-throughput,RT-PCR;qRT-PCR;Flow cytometric;Western Blot;Immunofluorescent staining;Microscopic observation,Induction of Adipocyte-Like Phenotype in Human Mesenchymal Stem Cells by Hypoxia,"High level of induction, however, was observed with the PPAR-γ–induced angiopoietin-related gene, PGAR.",,CL_0000034
15588411,POU5F1,T Marker,Stem cell,Normal cell,Embryo,low-throughput,RT-PCR;Immunofluorescent staining;Microscopic observation;Western blot,In Vitro Differentiation and In Vivo Mineralization of Osteogenic Cells Derived from Human Embryonic Stem Cells,The H1 line was propagated in vitro on murine feeder layers and shown to be pluripotent by expression of the markers OCT-4 and SSEA-4.,RUNX2,CL_0000034
15588411,NAN,T Marker,Stem cell,Normal cell,Embryo,low-throughput,RT-PCR;Immunofluorescent staining;Microscopic observation;Western blot,In Vitro Differentiation and In Vivo Mineralization of Osteogenic Cells Derived from Human Embryonic Stem Cells,The H1 line was propagated in vitro on murine feeder layers and shown to be pluripotent by expression of the markers Oct-4 and SSEA-4.,RUNX2,CL_0000034
15614775,PECAM1,T Marker,Stem cell,Normal cell,Embryo,low-throughput + high-throughput,Weston blot;Immunofluorescent staining;Bioinformatic prediction;RT-PCR;RT-qPCR;Immunohistochemistry;DNA-Seq,Vascular Gene Expression and Phenotypic Correlation During Differentiation of Human Embryonic Stem Cells,"Up-regulated genes include vasculogenic growth factors such as VEGFA, VEGFC, FIGF (VEGFD), ANG1,ANG2, TGF3, and PDGFB, as well as the related receptors FLT1, FLT4, PDGFRB, TGFR2, and TGFR3,other markers such as CD34, VCAM1, PECAM1, VE-CAD, and transcription factors TAL1, GATA2, and GATA3.",PDGFB;VEGFD,CL_0000034
15614775,CD34,T Marker,Stem cell,Normal cell,Embryo,low-throughput + high-throughput,Weston blot;Immunofluorescent staining;Bioinformatic prediction;RT-PCR;RT-qPCR;Immunohistochemistry;DNA-Seq,Vascular Gene Expression and Phenotypic Correlation During Differentiation of Human Embryonic Stem Cells,"Up-regulated genes include vasculogenic growth factors such as VEGFA, VEGFC, FIGF (VEGFD), ANG1,ANG2, TGF3, and PDGFB, as well as the related receptors FLT1, FLT4, PDGFRB, TGFR2, and TGFR3,other markers such as CD34, VCAM1, PECAM1, VE-CAD, and transcription factors TAL1, GATA2, and GATA3.",PDGFB;VEGFD,CL_0000034
15614775,FLT1,T Marker,Stem cell,Normal cell,Embryo,low-throughput + high-throughput,Weston blot;Immunofluorescent staining;Bioinformatic prediction;RT-PCR;RT-qPCR;Immunohistochemistry;DNA-Seq,Vascular Gene Expression and Phenotypic Correlation During Differentiation of Human Embryonic Stem Cells,"Up-regulated genes include vasculogenic growth factors such as VEGFA, VEGFC, FIGF (VEGFD), ANG1,ANG2, TGF3, and PDGFB, as well as the related receptors FLT1, FLT4, PDGFRB, TGFR2, and TGFR3,other markers such as CD34, VCAM1, PECAM1, VE-CAD, and transcription factors TAL1, GATA2, and GATA3.",PDGFB;VEGFD,CL_0000034
15614775,FLT4,T Marker,Stem cell,Normal cell,Embryo,low-throughput + high-throughput,Weston blot;Immunofluorescent staining;Bioinformatic prediction;RT-PCR;RT-qPCR;Immunohistochemistry;DNA-Seq,Vascular Gene Expression and Phenotypic Correlation During Differentiation of Human Embryonic Stem Cells,"Up-regulated genes include vasculogenic growth factors such as VEGFA, VEGFC, FIGF (VEGFD), ANG1,ANG2, TGF3, and PDGFB, as well as the related receptors FLT1, FLT4, PDGFRB, TGFR2, and TGFR3,other markers such as CD34, VCAM1, PECAM1, VE-CAD, and transcription factors TAL1, GATA2, and GATA3.",VEGFC,CL_0000034
15614775,PDGFRB,T Marker,Stem cell,Normal cell,Embryo,low-throughput + high-throughput,Weston blot;Immunofluorescent staining;Bioinformatic prediction;RT-PCR;RT-qPCR;Immunohistochemistry;DNA-Seq,Vascular Gene Expression and Phenotypic Correlation During Differentiation of Human Embryonic Stem Cells,"Up-regulated genes include vasculogenic growth factors such as VEGFA, VEGFC, FIGF (VEGFD), ANG1,ANG2, TGF3, and PDGFB, as well as the related receptors FLT1, FLT4, PDGFRB, TGFR2, and TGFR3,other markers such as CD34, VCAM1, PECAM1, VE-CAD, and transcription factors TAL1, GATA2, and GATA3.",PDGFB;VEGFD,CL_0000034
15653675,GATA4,T Marker,Muscle cell,Normal cell,Heart,low-throughput,qRT-PCR;Western blot;Immunofluorescent staining;Microscopic observation,CSX/Nkx2.5 Modulates Differentiation of Skeletal Myoblasts andPromotes Differentiation into Neuronal Cellsin Vitro,"The expression of human NKX2.5 in C2C12 myoblasts inhibited myocytedifferentiation and myotube formation, and up-regu-lated GATA4 and TBX5 expression.",NKX2-5,CL_0000187
15653675,TBX5,T Marker,Muscle cell,Normal cell,Heart,low-throughput,qRT-PCR;Western blot;Immunofluorescent staining;Microscopic observation,CSX/Nkx2.5 Modulates Differentiation of Skeletal Myoblasts andPromotes Differentiation into Neuronal Cellsin Vitro,"The expression of human NKX2.5 in C2C12 myoblasts inhibited myocytedifferentiation and myotube formation, and up-regu-lated GATA4 and TBX5 expression.",NKX2-5,CL_0000187
15671144,POU5F1,T Marker,Stem cell,Normal cell,Embryo,low-throughput,Western blot;Immunofluorescent staining;Microscopic observation;RT-PCR,"Derivation and Characterization of New Human Embryonic Stem Cell Lines: SNUhES1, SNUhES2, and SNUhES3","The cell lines express high levels of alkaline phosphatase, cell surface markers (such as SSEA-3, SSEA-4, TRA-1-60, and TRA-1-81), tran-scription factor OCT-4, and telomerase.",POU5F1,CL_0000034
15671144,NAN,T Marker,Stem cell,Normal cell,Embryo,low-throughput,Western blot;Immunofluorescent staining;Microscopic observation;RT-PCR,"Derivation and Characterization of New Human Embryonic Stem Cell Lines: SNUhES1, SNUhES2, and SNUhES3","The cell lines express high levels of alkaline phosphatase, cell surface markers (such as SSEA-3, SSEA-4, TRA-1-60, and TRA-1-81), tran-scription factor OCT-4, and telomerase.",POU5F1,CL_0000034
15735039,PROM1,T Marker,Stem cell,Normal cell,Bone marrow,low-throughput + high-throughput,Western blot;Immunofluorescent staining;Flow cytometry;qPCR;;Microscopic observation;DNA-seq,Histone Deacetylase Inhibitor Valproic Acid Enhancesthe Cytokine-Induced Expansion of Human Hematopoietic Stem Cells,"AC133, a recognizedmarker gene for stem cell populations.",HOXB4,CL_0000034
15735039,CD34,T Marker,Stem cell,Normal cell,Bone marrow,low-throughput + high-throughput,Western blot;Immunofluorescent staining;Flow cytometry;qPCR;;Microscopic observation;DNA-seq,Histone Deacetylase Inhibitor Valproic Acid Enhancesthe Cytokine-Induced Expansion of Human Hematopoietic Stem Cells,"Valproic acid addition to liquidcultures of human CD34++ cells isolated from cord blood,mobilized peripheral blood, and bone marrow stronglyenhances theex vivoexpansion potential of different cytokinecocktails as shown by morphologic, cytochemical, immuno-phenotypical, clonogenic, and gene expression analyses.",HOXB4,CL_0000034
16088401,CA1,T Marker,Gastric cell,Normal cell,Gastrointestinal tract,low-throughput,Western blot;Microscopic observation;Immunohistochemistry;RT-PCR;qRT-PCR;qPCR,Expression of small intestinal and colonic phenotypes in complete intestinal metaplasia of the human stomach,"Carbonic anhydrase 1 (CA1) is a specific marker of colonic epithelial cells, whereas sucrase is specific to absorptive cells of the small intestine.",MUC5AC,
16091421,IRS2,T Marker,Pancreas cell,Normal cell,Pancreas,low-throughput,Immunofluorescent staining;Microscopic observation;Western blot;RT-PCR,ER stress and SREBP-1 activation are implicated in-cell glucolipotoxicity,"Both high-glucose treatment and SREBP-1c activation in INS-1 cells resulted in lipid accumulation, impaired glucosestimulated insulin secretion, apoptosis, and strikingly similar gene expression patterns, including upregulation of lipogenic and pro-apoptotic genes and downregulation of IRS2, Bclxl and PDX1.",SREBF1,
16091421,PDX1,T Marker,Pancreas cell,Normal cell,Pancreas,low-throughput,Immunofluorescent staining;Microscopic observation;Western blot;RT-PCR,ER stress and SREBP-1 activation are implicated in-cell glucolipotoxicity,"Both high-glucose treatment and SREBP-1c activation in INS-1 cells resulted in lipid accumulation, impaired glucose stimulated insulin secretion, apoptosis, and strikingly similar gene expression patterns, including upregulation of lipogenic and pro-apoptotic genes and downregulation of IRS2, Bclxl and PDX1.",SREBF1,
16421218,KIT,T Marker,Endometrium cell,Normal cell,Uterus,low-throughput,RT–PCR;Immunohistochemistry;Microscopic observation,Oct-4 expression in human endometrium,KIT、CD34、BCL2、KI67 is expressed by POU5F1,POU5F1,
16421218,CD34,T Marker,Endometrium cell,Normal cell,Uterus,low-throughput,RT–PCR;Immunohistochemistry;Microscopic observation,Oct-4 expression in human endometrium,KIT、CD34、BCL2、KI67 is expressed by POU5F1,POU5F1,
16421218,BCL2,T Marker,Endometrium cell,Normal cell,Uterus,low-throughput,RT–PCR;Immunohistochemistry;Microscopic observation,Oct-4 expression in human endometrium,KIT、CD34、BCL2、KI67 is expressed by POU5F1,POU5F1,
16421218,MKI67,T Marker,Endometrium cell,Normal cell,Uterus,low-throughput,RT–PCR;Immunohistochemistry;Microscopic observation,Oct-4 expression in human endometrium,KIT、CD34、BCL2、KI67 is expressed by POU5F1,POU5F1,
16453000,KRT7,T Marker,Progenitor cell,Normal cell,Embroy,low-throughput,qRT-PCR;Western blot;Immunofluorescent staining;Microscopic observation,Embryonic stem cell-derived microvesicles reprogram hematopoietic progenitors: evidence for horizontal transfer of mRNA and protein delivery,SCL is upregualted by ES-MV (10 lg/ml) isolated from murine ES cells (ES-D3) in serum-free cultures significantly,HOXB4;GATA2;POU5F1;REXO1;NANOG,
16453000,HOXB4,T Marker,Progenitor cell,Normal cell,Embroy,low-throughput,qRT-PCR;Western blot;Immunofluorescent staining;Microscopic observation,Embryonic stem cell-derived microvesicles reprogram hematopoietic progenitors: evidence for horizontal transfer of mRNA and protein delivery,HOXB4 is upregualted by ES-MV (10 lg/ml) isolated from murine ES cells (ES-D3) in serum-free cultures significantly,KRT7;GATA2;POU5F1;REXO1;NANOG,
16453000,GATA2,T Marker,Progenitor cell,Normal cell,Embroy,low-throughput,qRT-PCR;Western blot;Immunofluorescent staining;Microscopic observation,Embryonic stem cell-derived microvesicles reprogram hematopoietic progenitors: evidence for horizontal transfer of mRNA and protein delivery,GATA2 is upregualted by ES-MV (10 lg/ml) isolated from murine ES cells (ES-D3) in serum-free cultures significantly,HOXB4;KRT7;POU5F1;NANOG;REXO1,
16460677,THY1,T Marker,Mesenchyme cell,Normal cell,Adipose,low-throughput,RT-PCR;qRT-PCR;Western blot;Immunofluorescent staining,"Human adipose tissue-derived mesenchymal stem cells differentiate into insulin, somatostatin, and glucagon expressing cells","During the proliferation period, the cells expressed the stem cell markers NES, ABCG2, SCF, THY-1 as well as the pancreatic endocrine transcription factor ISL-1. T",NES;KITLG;ISL1;ABCG2,CL_0008019
16473539,TCF3,T Marker,Epithelial cell,Normal cell,Kidney,low-throughput + high-throughput,RT-PCR;qPCR;Western blot;Microscopic observation;Immunohistologica,Helicobacter pylori regulates the expression of inhibitors of DNA binding (Id) proteins by gastric epithelial cells,TCF3 is inhibited by ID1 and ID3,ID3;ID1,CL_0000066
16480684,CDH1,T Marker,Epithelial cell,Normal cell,Intestine,low-throughput,RT-PCR;qPCR;Western blot;Microscopic observation,Cdx2 modulates proliferation in normal human intestinal epithelial crypt cells,ECADHERIN is upregulated by CDX2,CDX2,CL_0000066
16492768,BACH1,T Marker,Hematopoietic cell,Normal cell,Hematopoietic,low-throughput,qPCR,Identification of distinct molecular phenotypes in acute megakaryoblastic leukemia by gene expression profiling,BACH1 is upregualted by GATA1,GATA1,CL_0000988
16873067,IL2RA,T Marker,T cell,Normal cell,Immune,low-throughput,qPCR;Western blot;Flow cytometry,FOXP3 Controls Regulatory T CellFunction through Cooperation with NFAT,"Structure guided mutations of FOXP3, predicted toprogressively disrupt its interaction with NFAT,interfere in a graded manner with the ability of FOXP3 to repress expression of the cytokine IL2, upregulate expression of the Treg markers CTLA4 and CD25, and confer suppressor function in a murine model of autoimmune diabetes.",FOXP3;JUN;FOXP2,CL_0000084
16873067,CTLA4,T Marker,T cell,Normal cell,Immune,low-throughput,qPCR;Western blot;Flow cytometry,FOXP3 Controls Regulatory T CellFunction through Cooperation with NFAT,"Structure guided mutations of FOXP3, predicted toprogressively disrupt its interaction with NFAT,interfere in a graded manner with the ability of FOXP3 to repress expression of the cytokine IL2, upregulate expression of the Treg markers CTLA4 and CD25, and confer suppressor function in a murine model of autoimmune diabetes.",FOXP3;JUN;FOXP2,CL_0000084
16876512,BFSP2,T Marker,Eye cell,Normal cell,Eye,low-throughput + high-throughput,Weston blot;DNA-seq,Novel HSF4 Mutation Causes Congenital Total White Cataract in a Chinese Family,"These genes encode crystallinsa cytoskeletal protein BFSP2, membrane proteins , and transcription factors MAF, PITX3, and HSF4.5.",HSF4,
16880515,G6PC,T Marker,Liver cell,Normal cell,Liver,low-throughput,RT-PCR;qRT-PCR;RT-qPCR;qPCR;Western blot,Threshold Levels of Hepatocyte Nuclear Factor 6 (HNF-6) Acting inSynergy with HNF-4 and PGC-1_x005f_x005f_x005f_x0002_Are Required for Time-SpecificGene Expression during Liver Development,"We provide evidence that threshold levels of HNF-6 are required to allow synergism between HNF-6, HNF-4,and PGC-1 to induce time-specific expression of g6pc.",ONECUT1;PPARGC1A;HNF4A,CL_0000182
16885410,CD24,T Marker,Epithelial cell,Normal cell,Kidney,low-throughput,Flow cytometry;qRT-PCR;RT-PCR;Immunofluorescent staining;Microscopic observation,Isolation and Characterization of Multipotent ProgenitorCells from the Bowman’s Capsule of Adult Human Kidneys,"It is demonstrated that in human adult kidneys, a subset of parietal epithelial cells (PEC) in the Bowman’s capsule exhibit coexpression of the stem cell markers CD24 and CD133 and of the stemcell–specific transcription factors OCT4 and BmI-1, in the absence of lineage-specific markers.",POU5F1,CL_0000066
16885410,PROM1,T Marker,Epithelial cell,Normal cell,Kidney,low-throughput,Flow cytometry;qRT-PCR;RT-PCR;Immunofluorescent staining;Microscopic observation,Isolation and Characterization of Multipotent ProgenitorCells from the Bowman’s Capsule of Adult Human Kidneys,"It is demonstrated that in human adult kidneys, a subset of parietal epithelial cells (PEC) in the Bowman’s capsule exhibit coexpression of the stem cell markers CD24 and CD133 and of the stemcell–specific transcription factors OCT4 and BmI-1, in the absence of lineage-specific markers.",POU5F1,CL_0000066
16912082,CD34,T Marker,Epithelial cell,Normal cell,Skin,low-throughput,Immunohistochemistry;Western blot;Flow cytometry;Microscopic observation;Immunofluorescent staining,Epidermal and craniofacial defects in mice over expressing Klf5 in the basal layer of the epidermis,"Decrease and even loss of the stem cell population of bulge keratinocytes,ascharacterized by the expression pattern of 6 integrin and CD34 markers.",KLF5,CL_0000066
16912082,TP63,T Marker,Epithelial cell,Normal cell,Skin,low-throughput,Immunohistochemistry;Western blot;Flow cytometry;Microscopic observation;Immunofluorescent staining,Epidermal and craniofacial defects in mice over expressing Klf5 in the basal layer of the epidermis,KLF5 as amodulator of TP63 expression and the differentiation program of epidermal cells relevant for regenerative potential of the epidermis and epithelial mesenchymal interactions.,KLF5,CL_0000066
16923129,CDX2,T Marker,Stem cell,Normal cell,Embryo,low-throughput,Western blot;Immunofluorescent staining;Microscopic observation; RT-PCR,NANOG maintains self-renewal of primate ES cells in the absence of a feeder layer,"Knockdown experiments using NANOG smallinterfering (si) RNA resulted in induction of differentiation markers such as AFP, GATA 4 andGATA 6 for the endoderm and CDX2 for the trophectoderm.",NANOG,CL_0000034
16923129,GATA4,T Marker,Stem cell,Normal cell,Embryo,low-throughput,Western blot;Immunofluorescent staining;Microscopic observation; RT-PCR,NANOG maintains self-renewal of primate ES cells in the absence of a feeder layer,"Knockdown experiments using NANOG smallinterfering (si) RNA resulted in induction of differentiation markers such as AFP, GATA 4 andGATA 6 for the endoderm and CDX2 for the trophectoderm.",NANOG,CL_0000034
16923129,GATA6,T Marker,Stem cell,Normal cell,Embryo,low-throughput,Western blot;Immunofluorescent staining;Microscopic observation; RT-PCR,NANOG maintains self-renewal of primate ES cells in the absence of a feeder layer,"Knockdown experiments using NANOG smallinterfering (si) RNA resulted in induction of differentiation markers such as AFP, GATA 4 andGATA 6 for the endoderm and CDX2 for the trophectoderm.",NANOG,CL_0000034
16923129,AFP,T Marker,Stem cell,Normal cell,Embryo,low-throughput,Western blot;Immunofluorescent staining;Microscopic observation; RT-PCR,NANOG maintains self-renewal of primate ES cells in the absence of a feeder layer,"Knockdown experiments using NANOG smallinterfering (si) RNA resulted in induction of differentiation markers such as AFP, GATA 4 andGATA 6 for the endoderm and CDX2 for the trophectoderm.",NANOG,CL_0000034
17339358,CD14,T Marker,Mononuclear cell,Normal cell,Blood,low-throughput,qRT-PCR;Flow cytometry;Weston blot;sqRTPCR,Modulation of Gamma Interferon Receptor 1 byMycobacterium tuberculosis: a Potential ImmuneResponse Evasive Mechanism,No modulation of IFN-R1 expression was observed for CD14 cells in PBMCs infected with Mycobacterium smegmatis.,IFNGR1,CL_0000576
18691554,ITGB3,T Marker,Fibroblast cell,Normal cell,Blood,low-throughput + high-throughput,Flow cytometry;Western blot;Survival analysis,Platelet microparticle-associated protein disulfide isomerase promotes platelet aggregation and inactivates insulin,Anti-PDI antibody showed positive binding in same subpopulation which was positive for CD61 and Annexin.,TP53,CL_0000057
18693120,CD34,T Marker,Stem cell,Normal cell,Cord blood,low-throughput + high-throughput,Flow cytometry;RT-PCR;qPCR;,Notch induces cell cycle arrest and apoptosis in human erythroleukaemic TF-1 cells,"However, analysis of cell cycle gene expression revealed that Notch signalling was associated with an up-regulation of IFI16 expression in TF-1 cells and in primary cord blood CD34+ cells.",,CL_0000034
18703361,CD4,T Marker,Natural killer cell,Normal cell,Thymus,low-throughput,Weston blot;Flow cytometry,The transcription factor PLZF directs the effector program of the NKT cell lineage,"Conversely, transgenic expression of PLZF induced CD4+ thymocytes to acquire effector differentiation and migrate to nonlymphoid tissues.",ZBTB16,CL_0000623
18729857,CCND1,T Marker,Plasma cell,Normal cell,Lymph,low-throughput,Western blot;Immunohistochemistry;RT-PCR;Flow cytometry;Microscopic observation,The subcellular Sox11 distribution pattern identifies subsets of mantle cell lymphoma: correlation to overall survival,Most mantle cell lymphoma (MCL) cases overexpress cyclin D1 as a result of the translocation of CCND1 on 11q13 to the promoter region of the immunoglobulin heavy chain locus on 14q3.,SOX11,CL_0000786
18762182,GAP43,T Marker,Nerve cell,Normal cell,Blood,low-throughput,RT-PCR;Western blot,Norepinephrine-glucocorticoids interaction does not annul the opposite effects of the individual treatments on cellular plasticity in neuroblastoma cells,"Dexamethasone and norepinephrine administered separately oppositely affected differentiation of human neuroblastoma SH-SY5Y cells, observed by both morphological alterations and gene expression, at the level of mRNA and protein of the differentiation markers GAP-43, L1 and laminin.",CREB1,CL_0002319
18764868,OLFM4,T Marker,Stem cell,Normal cell,Peripheral blood,low-throughput + high-throughput,RT-PCR;Western blot;Flow cytometry;DNA sequencing,The regulation of OLFM4 expression in myeloid precursor cells relies on NF-kappaB transcription factor,"Our results suggest that G-CSF-induced expression of OLFM4 is regulated by the transcription factor NF-KB, and that this induction is mediated by the ERK1/2 MAPK signaling pathway through PI3K-driven ROS production.",,CL_0000034
18771760,DYRK1A,T Marker,Stem cell,Normal cell,Nerve,low-throughput,qRT-PCR;Immunofluorescent staining,"DYRK1A-dosage imbalance perturbs NRSF/REST levels, deregulating pluripotency and embryonic stem cell fate in Down syndrome","Our results suggest that DYRK1A-mediated deregulation of REST is a very early pathological consequence of trisomy 21 with potential to disturb the development of all embryonic lineages, warranting closer research into its contribution to DS pathology and new rationales for therapeutic approaches.",REST,CL_0000034
18824471,KRT18,T Marker,Stem cell,Normal cell,Embryo,low-throughput,Immunofluorescent staining;Microscopic observation,Markers that define stemness in ESC are unable to identify the totipotent cells in human preimplantation embryos,"KRT18, a trophoblast-determining gene, may mark early differentiation.",NANOG;SOX2;SALL4,CL_0000034
18832589,ALDH1A1,T Marker,Stem cell,Normal cell,Uterus,low-throughput,qPCR;RT-PCR;Western blot;Immunofluorescent staining,The role of Lmx1a in the differentiation of human embryonic stem cells into midbrain dopamine neurons in culture and after transplantation into a Parkinson's disease model,"LMX1A may be critical to the development of mDA neurons from hES cells and that, along with other key early DA markers (i.e., ALDH1A1).",LMX1A,CL_0000034
18932205,CD34,T Marker,Stem cell,Normal cell,Cartilage,low-throughput,Immunocytochemical analysis;Weston blot;Flow cytometry;q-PCR;RT-PCR,Differentiation of human embryonic stem cells into osteogenic or hematopoietic lineages: a dose-dependent effect of osterix over-expression,We show that the high Osx levels instead induced the commitment towards the hematopoietic-endothelial lineage-by up-regulating the expression of CD34 and GATA1.,GATA1,CL_0000034
18950872,IL6,T Marker,Mononuclear cell,Normal cell,Peripheral blood,low-throughput,qRT-PCR;Flow cytometry,"Genomic effects of once-weekly, intramuscular interferon-beta1a treatment after the first dose and on chronic dosing: Relationships to 5-year clinical outcomes in multiple sclerosis patients","Good Responder and Partial Responders to IFN-beta therapy and the Jak-STAT, TNFRSF10B, IL6, TGFbeta, retinoic acid and CDC42 pathways were differentially modulated, the patients with side effects to therapy showed differences in the TGFbeta1, IFNG/STAT3 and TNF pathways.",STAT3,CL_0000576
18983881,CD69,T Marker,T cell,Normal cell,Lymph,low-throughput,Flow cytometry;RT-PCR;Western blot,Neem leaf glycoprotein directs T-bet-associated type 1 immune commitment,"NLGP–induced activation is reflected in upregulation of early activation marker CD69 on lymphocytes, monocytes, and dendritic cells.",STAT1;STAT4,CL_0000084
18989533,ITGB2,T Marker,Endothelial cell,Normal cell,Endothelium,low-throughput,FACS analysis;Confocal microscopy,Monocyte-derived microparticles and exosomes induce procoagulant and apoptotic effects on endothelial cells,"Stimulation of monocyte cell line (THP-1) by starvation or by endotoxin and calcium ionophore A23187 resulted in the release of MVs which express exosome marker Tsg 101, negative phospholipids in their leaflets, monocyte markers (CD18, CD14) and active tissue factor (TF).",GLI2,CL_0000115
18989533,CD14,T Marker,Endothelial cell,Normal cell,Endothelium,low-throughput,FACS analysis;Confocal microscopy,Monocyte-derived microparticles and exosomes induce procoagulant and apoptotic effects on endothelial cells,"Stimulation of monocyte cell line (THP-1) by starvation or by endotoxin and calcium ionophore A23187 resulted in the release of MVs which express exosome marker Tsg 101, negative phospholipids in their leaflets, monocyte markers (CD18, CD14) and active tissue factor (TF).",GLI2,CL_0000115
18991895,VIM,T Marker,Glial cell,Normal cell,Nerve,low-throughput,Immunohistochemistry;Immunofluorescent staining,Prenatal ethanol exposure reduces the expression of the transcriptional factor Pax6 in the developing rat brain,"Cortical expression of VIM (an RGC cytoskeletal marker), was also decreased in G18 PEE fetuses.",PAX6,CL_0000125
19015243,KIF23,T Marker,T cell,Normal cell,Epithelium,low-throughput,Western blot;RT-PCR;ChIP,"CUX1 and E2F1 regulate coordinated expression of the mitotic complex genes Ect2, MgcRacGAP, and MKLP1 in S phase","Thus, CUX1, E2F, and CHR elements provide the transcriptional controls that coordinate induction of Ect2, MgcRacGAP, and MKLP1 in S phase, leading to peak expression of these interacting proteins in G(2)/M, at the time they are required to regulate cytokinesis.",,CL_0000084
19015243,ECT2,T Marker,T cell,Normal cell,Epithelium,low-throughput,Western blot;RT-PCR;ChIP,"CUX1 and E2F1 regulate coordinated expression of the mitotic complex genes Ect2, MgcRacGAP, and MKLP1 in S phase","Thus, CUX1, E2F, and CHR elements provide the transcriptional controls that coordinate induction of Ect2, MgcRacGAP, and MKLP1 in S phase, leading to peak expression of these interacting proteins in G(2)/M, at the time they are required to regulate cytokinesis.",,CL_0000084
19016909,CD4,T Marker,T cell,Normal cell,Peripheral blood,low-throughput,Flow cytometry,Human CD4low CD25high regulatory T cells indiscriminately kill autologous activated T cells,"Human peripheral blood with reduced CD4 and high CD25 expression (CD4low CD25high), which fulfils the current phenotypic criteria identifying the Tregs by simultaneously expressing high amounts of FOXP3.",FOXP3,CL_0000084
