Interaction ID,LR Pair,Ligand_gene,Receptor_gene,Evidence,AI summary,Ligand_aliases,Receptor_aliases,Ligand HGNC ID,Receptor HGNC ID,Ligand ENSEMBL ID,Receptor ENSEMBL ID,Human Ligand Symbols,Human Receptor Symbols,Ligand Location,Receptor Location
CDB25:0003095,ANGPT2 ITGAV,ANGPT2,ITGAV,Direct,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-ANGPT2%20ITGAV-based-on-Pubmed-ID-16424009,ANGPT2 (Ang2),"ITGAV (VNRA, MSK8, VTNR, CD51)",HGNC:485,HGNC:6150,ENSG00000091879,ENSG00000138448,ANGPT2 (Ang2),"ITGAV (VNRA, MSK8, VTNR, CD51)",secreted,cell membrane
CDB25:0003096,ANGPT2 ITGB1,ANGPT2,ITGB1,Direct,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-ANGPT2%20ITGB1-based-on-Pubmed-ID-16424009,%2025635707",ANGPT2 (Ang2),"ITGB1 (FNRB, MSK12, MDF2, CD29, GPIIA)",HGNC:485,HGNC:6153,ENSG00000091879,ENSG00000150093,ANGPT2 (Ang2),"ITGB1 (FNRB, MSK12, MDF2, CD29, GPIIA)",secreted,cell membrane
CDB25:0003097,ANGPTL1 LAIR1,ANGPTL1,LAIR1,Direct,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-ANGPTL1%20LAIR1-based-on-Pubmed-ID-22660330,"ANGPTL1 (ANGPT3, ANG3, AngY, ARP1)","LAIR1 (CD305, LAIR-1)",HGNC:489,HGNC:6477,ENSG00000116194,ENSG00000167613,"ANGPTL1 (ANGPT3, ANG3, AngY, ARP1)","LAIR1 (CD305, LAIR-1)",secreted,cell membrane
CDB25:0003098,ANGPTL1 LILRB2,ANGPTL1,LILRB2,Direct,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-ANGPTL1%20LILRB2-based-on-Pubmed-ID-22660330,"ANGPTL1 (ANGPT3, ANG3, AngY, ARP1)","LILRB2 (LIR-2, ILT4, MIR-10, LIR2, CD85d, MIR10)",HGNC:489,HGNC:6606,ENSG00000116194,ENSG00000131042,"ANGPTL1 (ANGPT3, ANG3, AngY, ARP1)","LILRB2 (LIR-2, ILT4, MIR-10, LIR2, CD85d, MIR10)",secreted,cell membrane
CDB25:0003099,ANGPTL1 LILRB3,ANGPTL1,LILRB3,Direct,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-ANGPTL1%20LILRB3-based-on-Pubmed-ID-22660330,"ANGPTL1 (ANGPT3, ANG3, AngY, ARP1)","LILRB3 (LIR-3, HL9, ILT5, LIR3, CD85a, PIRB, PIR-B)",HGNC:489,HGNC:6607,ENSG00000116194,ENSG00000204577,"ANGPTL1 (ANGPT3, ANG3, AngY, ARP1)","LILRB3 (LIR-3, HL9, ILT5, LIR3, CD85a, PIRB, PIR-B)",secreted,cell membrane
CDB25:0003100,ANGPTL2 LILRB3,ANGPTL2,LILRB3,Direct,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-ANGPTL2%20LILRB3-based-on-Pubmed-ID-22660330,"ANGPTL2 (ARP2, HARP)","LILRB3 (LIR-3, HL9, ILT5, LIR3, CD85a, PIRB, PIR-B)",HGNC:490,HGNC:6607,ENSG00000136859,ENSG00000204577,"ANGPTL2 (ARP2, HARP)","LILRB3 (LIR-3, HL9, ILT5, LIR3, CD85a, PIRB, PIR-B)",secreted,cell membrane
CDB25:0003101,ANGPTL2 LILRB5,ANGPTL2,LILRB5,Direct,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-ANGPTL2%20LILRB5-based-on-Pubmed-ID-22660330,"ANGPTL2 (ARP2, HARP)","LILRB5 (LIR-8, LIR8, CD85c)",HGNC:490,HGNC:6609,ENSG00000136859,ENSG00000105609,"ANGPTL2 (ARP2, HARP)","LILRB5 (LIR-8, LIR8, CD85c)",secreted,cell membrane
CDB25:0003102,ANGPTL2 MCAM,ANGPTL2,MCAM,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-ANGPTL2%20MCAM-based-on-Pubmed-ID-33747748,"ANGPTL2 (ARP2, HARP)","MCAM (MUC18, CD146, MelCAM, METCAM, HEMCAM)",HGNC:490,HGNC:6934,ENSG00000136859,ENSG00000076706,"ANGPTL2 (ARP2, HARP)","MCAM (MUC18, CD146, MelCAM, METCAM, HEMCAM)",secreted,cell membrane
CDB25:0003103,ANGPTL4 CDH11,ANGPTL4,CDH11,Direct,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-ANGPTL4%20CDH11-based-on-Pubmed-ID-28740178,"ANGPTL4 (pp1158, PGAR, ARP4, HFARP, FIAF, NL2)","CDH11 (OB, CAD11)",HGNC:16039,HGNC:1750,ENSG00000167772,ENSG00000140937,"ANGPTL4 (pp1158, PGAR, ARP4, HFARP, FIAF, NL2)","CDH11 (OB, CAD11)",secreted,cell membrane
CDB25:0003104,ANGPTL4 CDH5,ANGPTL4,CDH5,Direct,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-ANGPTL4%20CDH5-based-on-Pubmed-ID-21841165,"ANGPTL4 (pp1158, PGAR, ARP4, HFARP, FIAF, NL2)","CDH5 (7B4, CD144)",HGNC:16039,HGNC:1764,ENSG00000167772,ENSG00000179776,"ANGPTL4 (pp1158, PGAR, ARP4, HFARP, FIAF, NL2)","CDH5 (7B4, CD144)",secreted,cell membrane
CDB25:0003105,ANGPTL4 CLDN5,ANGPTL4,CLDN5,Direct,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-ANGPTL4%20CLDN5-based-on-Pubmed-ID-21841165,"ANGPTL4 (pp1158, PGAR, ARP4, HFARP, FIAF, NL2)","CLDN5 (AWAL, TMVCF, CPETRL1, BEC1)",HGNC:16039,HGNC:2047,ENSG00000167772,ENSG00000184113,"ANGPTL4 (pp1158, PGAR, ARP4, HFARP, FIAF, NL2)","CLDN5 (AWAL, TMVCF, CPETRL1, BEC1)",secreted,cell membrane
CDB25:0003106,ANGPTL4 ITGA5,ANGPTL4,ITGA5,Direct,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-ANGPTL4%20ITGA5-based-on-Pubmed-ID-21841165,"ANGPTL4 (pp1158, PGAR, ARP4, HFARP, FIAF, NL2)","ITGA5 (FNRA, CD49e)",HGNC:16039,HGNC:6141,ENSG00000167772,ENSG00000161638,"ANGPTL4 (pp1158, PGAR, ARP4, HFARP, FIAF, NL2)","ITGA5 (FNRA, CD49e)",secreted,cell membrane
CDB25:0003107,ANGPTL4 ITGB1,ANGPTL4,ITGB1,Direct,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-ANGPTL4%20ITGB1-based-on-Pubmed-ID-20952587,"ANGPTL4 (pp1158, PGAR, ARP4, HFARP, FIAF, NL2)","ITGB1 (FNRB, MSK12, MDF2, CD29, GPIIA)",HGNC:16039,HGNC:6153,ENSG00000167772,ENSG00000150093,"ANGPTL4 (pp1158, PGAR, ARP4, HFARP, FIAF, NL2)","ITGB1 (FNRB, MSK12, MDF2, CD29, GPIIA)",secreted,cell membrane
CDB25:0003108,ANGPTL4 ITGB5,ANGPTL4,ITGB5,Direct,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-ANGPTL4%20ITGB5-based-on-Pubmed-ID-20952587,"ANGPTL4 (pp1158, PGAR, ARP4, HFARP, FIAF, NL2)",ITGB5,HGNC:16039,HGNC:6160,ENSG00000167772,ENSG00000082781,"ANGPTL4 (pp1158, PGAR, ARP4, HFARP, FIAF, NL2)",ITGB5,secreted,cell membrane
CDB25:0003109,ANGPTL4 LEPR,ANGPTL4,LEPR,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-ANGPTL4%20LEPR-based-on-Pubmed-ID-38147550,"ANGPTL4 (pp1158, PGAR, ARP4, HFARP, FIAF, NL2)","LEPR (OBR, CD295, LEP-R, OB-R)",HGNC:16039,HGNC:6554,ENSG00000167772,ENSG00000116678,"ANGPTL4 (pp1158, PGAR, ARP4, HFARP, FIAF, NL2)","LEPR (OBR, CD295, LEP-R, OB-R)",secreted,cell membrane
CDB25:0003110,ANGPTL4 NRP2,ANGPTL4,NRP2,Direct,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-ANGPTL4%20NRP2-based-on-Pubmed-ID-31545295,"ANGPTL4 (pp1158, PGAR, ARP4, HFARP, FIAF, NL2)",NRP2 (VEGF165R2),HGNC:16039,HGNC:8005,ENSG00000167772,ENSG00000118257,"ANGPTL4 (pp1158, PGAR, ARP4, HFARP, FIAF, NL2)",NRP2 (VEGF165R2),secreted,cell membrane
CDB25:0003111,ANGPTL4 SDC1,ANGPTL4,SDC1,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-ANGPTL4%20SDC1-based-on-Pubmed-ID-29017031,"ANGPTL4 (pp1158, PGAR, ARP4, HFARP, FIAF, NL2)","SDC1 (SDC, CD138, syndecan, SYND1)",HGNC:16039,HGNC:10658,ENSG00000167772,ENSG00000115884,"ANGPTL4 (pp1158, PGAR, ARP4, HFARP, FIAF, NL2)","SDC1 (SDC, CD138, syndecan, SYND1)",secreted,cell membrane
CDB25:0003112,ANGPTL4 SDC2,ANGPTL4,SDC2,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-ANGPTL4%20SDC2-based-on-Pubmed-ID-29017031,"ANGPTL4 (pp1158, PGAR, ARP4, HFARP, FIAF, NL2)","SDC2 (HSPG, HSPG1, fibroglycan, SYND2, CD362)",HGNC:16039,HGNC:10659,ENSG00000167772,ENSG00000169439,"ANGPTL4 (pp1158, PGAR, ARP4, HFARP, FIAF, NL2)","SDC2 (HSPG, HSPG1, fibroglycan, SYND2, CD362)",secreted,cell membrane
CDB25:0003113,ANGPTL4 SDC3,ANGPTL4,SDC3,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-ANGPTL4%20SDC3-based-on-Pubmed-ID-29017031,"ANGPTL4 (pp1158, PGAR, ARP4, HFARP, FIAF, NL2)","SDC3 (N-syndecan, SYND3)",HGNC:16039,HGNC:10660,ENSG00000167772,ENSG00000162512,"ANGPTL4 (pp1158, PGAR, ARP4, HFARP, FIAF, NL2)","SDC3 (N-syndecan, SYND3)",secreted,cell membrane
CDB25:0003114,ANGPTL4 SDC4,ANGPTL4,SDC4,Direct,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-ANGPTL4%20SDC4-based-on-Pubmed-ID-29017031,"ANGPTL4 (pp1158, PGAR, ARP4, HFARP, FIAF, NL2)","SDC4 (SYND4, amphiglycan, ryudocan)",HGNC:16039,HGNC:10661,ENSG00000167772,ENSG00000124145,"ANGPTL4 (pp1158, PGAR, ARP4, HFARP, FIAF, NL2)","SDC4 (SYND4, amphiglycan, ryudocan)",secreted,cell membrane
CDB25:0003115,ANGPTL5 LILRB2,ANGPTL5,LILRB2,Direct,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-ANGPTL5%20LILRB2-based-on-Pubmed-ID-22660330,ANGPTL5,"LILRB2 (LIR-2, ILT4, MIR-10, LIR2, CD85d, MIR10)",HGNC:19705,HGNC:6606,ENSG00000187151,ENSG00000131042,ANGPTL5,"LILRB2 (LIR-2, ILT4, MIR-10, LIR2, CD85d, MIR10)",secreted,cell membrane
CDB25:0003116,ANGPTL5 LILRB3,ANGPTL5,LILRB3,Direct,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-ANGPTL5%20LILRB3-based-on-Pubmed-ID-22660330,ANGPTL5,"LILRB3 (LIR-3, HL9, ILT5, LIR3, CD85a, PIRB, PIR-B)",HGNC:19705,HGNC:6607,ENSG00000187151,ENSG00000204577,ANGPTL5,"LILRB3 (LIR-3, HL9, ILT5, LIR3, CD85a, PIRB, PIR-B)",secreted,cell membrane
CDB25:0003117,ANGPTL5 LILRB5,ANGPTL5,LILRB5,Direct,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-ANGPTL5%20LILRB5-based-on-Pubmed-ID-22660330,ANGPTL5,"LILRB5 (LIR-8, LIR8, CD85c)",HGNC:19705,HGNC:6609,ENSG00000187151,ENSG00000105609,ANGPTL5,"LILRB5 (LIR-8, LIR8, CD85c)",secreted,cell membrane
CDB25:0003118,ANGPTL7 LAIR1,ANGPTL7,LAIR1,Direct,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-ANGPTL7%20LAIR1-based-on-Pubmed-ID-22660330,"ANGPTL7 (CDT6, AngX)","LAIR1 (CD305, LAIR-1)",HGNC:24078,HGNC:6477,ENSG00000171819,ENSG00000167613,"ANGPTL7 (CDT6, AngX)","LAIR1 (CD305, LAIR-1)",secreted,cell membrane
CDB25:0003119,ANGPTL7 LILRB2,ANGPTL7,LILRB2,Direct,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-ANGPTL7%20LILRB2-based-on-Pubmed-ID-22660330,"ANGPTL7 (CDT6, AngX)","LILRB2 (LIR-2, ILT4, MIR-10, LIR2, CD85d, MIR10)",HGNC:24078,HGNC:6606,ENSG00000171819,ENSG00000131042,"ANGPTL7 (CDT6, AngX)","LILRB2 (LIR-2, ILT4, MIR-10, LIR2, CD85d, MIR10)",secreted,cell membrane
CDB25:0003120,ANGPTL7 LILRB3,ANGPTL7,LILRB3,Direct,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-ANGPTL7%20LILRB3-based-on-Pubmed-ID-22660330,"ANGPTL7 (CDT6, AngX)","LILRB3 (LIR-3, HL9, ILT5, LIR3, CD85a, PIRB, PIR-B)",HGNC:24078,HGNC:6607,ENSG00000171819,ENSG00000204577,"ANGPTL7 (CDT6, AngX)","LILRB3 (LIR-3, HL9, ILT5, LIR3, CD85a, PIRB, PIR-B)",secreted,cell membrane
CDB25:0003121,ANXA2 TLR4,ANXA2,TLR4,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-ANXA2%20TLR4-based-on-Pubmed-ID-19965653,"ANXA2 (ANX2, ANX2L4, CAL1H, LPC2D, LIP2)","TLR4 (hToll, CD284, TLR-4, ARMD10)",HGNC:537,HGNC:11850,ENSG00000182718,ENSG00000136869,"ANXA2 (ANX2, ANX2L4, CAL1H, LPC2D, LIP2)","TLR4 (hToll, CD284, TLR-4, ARMD10)","secreted, cell membrane",cell membrane
CDB25:0003122,APLP1 CNTN3,APLP1,CNTN3,Direct,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-APLP1%20CNTN3-based-on-Pubmed-ID-34958801,APLP1 (APLP),"CNTN3 (PANG, BIG-1)",HGNC:597,HGNC:2173,ENSG00000105290,ENSG00000113805,APLP1 (APLP),"CNTN3 (PANG, BIG-1)","secreted, cell membrane",cell membrane
CDB25:0003123,APLP1 CNTN4,APLP1,CNTN4,Direct,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-APLP1%20CNTN4-based-on-Pubmed-ID-34958801,APLP1 (APLP),CNTN4 (BIG-2),HGNC:597,HGNC:2174,ENSG00000105290,ENSG00000144619,APLP1 (APLP),CNTN4 (BIG-2),"secreted, cell membrane",cell membrane
CDB25:0003124,APLP1 CNTN5,APLP1,CNTN5,Direct,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-APLP1%20CNTN5-based-on-Pubmed-ID-34958801,APLP1 (APLP),"CNTN5 (NB-2, hNB-2)",HGNC:597,HGNC:2175,ENSG00000105290,ENSG00000149972,APLP1 (APLP),"CNTN5 (NB-2, hNB-2)","secreted, cell membrane",cell membrane
CDB25:0003125,APLP2 CNTN4,APLP2,CNTN4,Direct,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-APLP2%20CNTN4-based-on-Pubmed-ID-34958801,"APLP2 (APPL2, APPH)",CNTN4 (BIG-2),HGNC:598,HGNC:2174,ENSG00000084234,ENSG00000144619,"APLP2 (APPL2, APPH)",CNTN4 (BIG-2),"secreted, cell membrane",cell membrane
CDB25:0003126,APLP2 CNTN5,APLP2,CNTN5,Direct,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-APLP2%20CNTN5-based-on-Pubmed-ID-34958801,"APLP2 (APPL2, APPH)","CNTN5 (NB-2, hNB-2)",HGNC:598,HGNC:2175,ENSG00000084234,ENSG00000149972,"APLP2 (APPL2, APPH)","CNTN5 (NB-2, hNB-2)","secreted, cell membrane",cell membrane
CDB25:0003127,APOA1 ABCA1,APOA1,ABCA1,Direct,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-APOA1%20ABCA1-based-on-Pubmed-ID-12084722,%2012511593,%2022271762,%2030458687",APOA1,"ABCA1 (ABC1, HDLDT1, TGD)",HGNC:600,HGNC:29,ENSG00000118137,ENSG00000165029,APOA1,"ABCA1 (ABC1, HDLDT1, TGD)",secreted,cell membrane
CDB25:0003128,APOA1 CUBN,APOA1,CUBN,Direct,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-APOA1%20CUBN-based-on-Pubmed-ID-10371504,APOA1,"CUBN (MGA1, IFCR, gp280)",HGNC:600,HGNC:2548,ENSG00000118137,ENSG00000107611,APOA1,"CUBN (MGA1, IFCR, gp280)",secreted,cell membrane
CDB25:0003129,APOA1 LDLR,APOA1,LDLR,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-APOA1%20LDLR-based-on-Pubmed-ID-16150825,APOA1,LDLR (LDLCQ2),HGNC:600,HGNC:6547,ENSG00000118137,ENSG00000130164,APOA1,LDLR (LDLCQ2),secreted,cell membrane
CDB25:0003130,APOA1 SCARB1,APOA1,SCARB1,Direct,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-APOA1%20SCARB1-based-on-Pubmed-ID-38479648,APOA1,"SCARB1 (CD36L1, SRB1, CLA-1, CLA1, SR-BI)",HGNC:600,HGNC:1664,ENSG00000118137,ENSG00000073060,APOA1,"SCARB1 (CD36L1, SRB1, CLA-1, CLA1, SR-BI)",secreted,cell membrane
CDB25:0003131,APOA1 TREM2,APOA1,TREM2,Direct,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-APOA1%20TREM2-based-on-Pubmed-ID-27477018,APOA1,"TREM2 (TREM-2, Trem2a, Trem2b, Trem2c)",HGNC:600,HGNC:17761,ENSG00000118137,ENSG00000095970,APOA1,"TREM2 (TREM-2, Trem2a, Trem2b, Trem2c)",secreted,cell membrane
CDB25:0003132,APOA2 TREM2,APOA2,TREM2,Direct,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-APOA2%20TREM2-based-on-Pubmed-ID-27477018,APOA2,"TREM2 (TREM-2, Trem2a, Trem2b, Trem2c)",HGNC:601,HGNC:17761,ENSG00000158874,ENSG00000095970,APOA2,"TREM2 (TREM-2, Trem2a, Trem2b, Trem2c)",secreted,cell membrane
CDB25:0003133,APOB SCARB1,APOB,SCARB1,Direct,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-APOB%20SCARB1-based-on-Pubmed-ID-23812625,APOB (ApoB-100),"SCARB1 (CD36L1, SRB1, CLA-1, CLA1, SR-BI)",HGNC:603,HGNC:1664,ENSG00000084674,ENSG00000073060,APOB (ApoB-100),"SCARB1 (CD36L1, SRB1, CLA-1, CLA1, SR-BI)","secreted, cell membrane",cell membrane
CDB25:0003134,APOB TREM2,APOB,TREM2,Direct,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-APOB%20TREM2-based-on-Pubmed-ID-27477018,APOB (ApoB-100),"TREM2 (TREM-2, Trem2a, Trem2b, Trem2c)",HGNC:603,HGNC:17761,ENSG00000084674,ENSG00000095970,APOB (ApoB-100),"TREM2 (TREM-2, Trem2a, Trem2b, Trem2c)","secreted, cell membrane",cell membrane
CDB25:0003135,APOC1 VLDLR,APOC1,VLDLR,Direct,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-APOC1%20VLDLR-based-on-Pubmed-ID-10024503,"APOC1 (Apo-CI, ApoC-I, apo-CIB, apoC-IB, APOC1B)","VLDLR (CARMQ1, CHRMQ1, VLDLRCH)",HGNC:607,HGNC:12698,ENSG00000130208,ENSG00000147852,"APOC1 (Apo-CI, ApoC-I, apo-CIB, apoC-IB, APOC1B)","VLDLR (CARMQ1, CHRMQ1, VLDLRCH)",secreted,cell membrane
CDB25:0003136,APOC3 LDLR,APOC3,LDLR,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-APOC3%20LDLR-based-on-Pubmed-ID-27400128,"APOC3 (Apo-CIII, ApoC-III, APOCIII, Apo-C3, ApoC-3)",LDLR (LDLCQ2),HGNC:610,HGNC:6547,ENSG00000110245,ENSG00000130164,"APOC3 (Apo-CIII, ApoC-III, APOCIII, Apo-C3, ApoC-3)",LDLR (LDLCQ2),secreted,cell membrane
CDB25:0003137,APOC3 LRP1,APOC3,LRP1,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-APOC3%20LRP1-based-on-Pubmed-ID-27400128,"APOC3 (Apo-CIII, ApoC-III, APOCIII, Apo-C3, ApoC-3)","LRP1 (APR, A2MR, LRP, CD91, LRP1A, APOER, IGFBP3R1, IGFBP-3R)",HGNC:610,HGNC:6692,ENSG00000110245,ENSG00000123384,"APOC3 (Apo-CIII, ApoC-III, APOCIII, Apo-C3, ApoC-3)","LRP1 (APR, A2MR, LRP, CD91, LRP1A, APOER, IGFBP3R1, IGFBP-3R)",secreted,cell membrane
CDB25:0003138,APOE ABCA1,APOE,ABCA1,Direct,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-APOE%20ABCA1-based-on-Pubmed-ID-14754908,%2024814386",APOE (AD2),"ABCA1 (ABC1, HDLDT1, TGD)",HGNC:613,HGNC:29,ENSG00000130203,ENSG00000165029,APOE (AD2),"ABCA1 (ABC1, HDLDT1, TGD)",secreted,cell membrane
CDB25:0003139,APOE LILRB3,APOE,LILRB3,Direct,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-APOE%20LILRB3-based-on-Pubmed-ID-36588123,APOE (AD2),"LILRB3 (LIR-3, HL9, ILT5, LIR3, CD85a, PIRB, PIR-B)",HGNC:613,HGNC:6607,ENSG00000130203,ENSG00000204577,APOE (AD2),"LILRB3 (LIR-3, HL9, ILT5, LIR3, CD85a, PIRB, PIR-B)",secreted,cell membrane
CDB25:0003140,APOE LILRB4,APOE,LILRB4,Direct,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-APOE%20LILRB4-based-on-Pubmed-ID-30333625,APOE (AD2),"LILRB4 (LIR-5, ILT3, HM18, LIR5, CD85k)",HGNC:613,HGNC:6608,ENSG00000130203,ENSG00000186818,APOE (AD2),"LILRB4 (LIR-5, ILT3, HM18, LIR5, CD85k)",secreted,cell membrane
CDB25:0003141,APOE LRP4,APOE,LRP4,Direct,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-APOE%20LRP4-based-on-Pubmed-ID-17889837,APOE (AD2),"LRP4 (MEGF7, CLSS, LRP-4, SOST2)",HGNC:613,HGNC:6696,ENSG00000130203,ENSG00000134569,APOE (AD2),"LRP4 (MEGF7, CLSS, LRP-4, SOST2)",secreted,cell membrane
CDB25:0003142,APOE LSR,APOE,LSR,Direct,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-APOE%20LSR-based-on-Pubmed-ID-29178324,%207509190",APOE (AD2),"LSR (LISCH7, ILDR3)",HGNC:613,HGNC:29572,ENSG00000130203,ENSG00000105699,APOE (AD2),"LSR (LISCH7, ILDR3)",secreted,cell membrane
CDB25:0003143,APOE TREM2,APOE,TREM2,Direct,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-APOE%20TREM2-based-on-Pubmed-ID-26374899,%2027477018",APOE (AD2),"TREM2 (TREM-2, Trem2a, Trem2b, Trem2c)",HGNC:613,HGNC:17761,ENSG00000130203,ENSG00000095970,APOE (AD2),"TREM2 (TREM-2, Trem2a, Trem2b, Trem2c)",secreted,cell membrane
CDB25:0003144,APOM LRP2,APOM,LRP2,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-APOM%20LRP2-based-on-Pubmed-ID-16099815,"APOM (G3a, NG20, Apo-M)","LRP2 (gp330, DBS)",HGNC:13916,HGNC:6694,ENSG00000204444,ENSG00000081479,"APOM (G3a, NG20, Apo-M)","LRP2 (gp330, DBS)",secreted,cell membrane
CDB25:0003145,APP ADRA2A,APP,ADRA2A,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-APP%20ADRA2A-based-on-Pubmed-ID-28646018,"APP (AD1, alpha-sAPP)","ADRA2A (ADRA2, ADRA2R, ADRAR)",HGNC:620,HGNC:281,ENSG00000142192,ENSG00000150594,"APP (AD1, alpha-sAPP)","ADRA2A (ADRA2, ADRA2R, ADRAR)","secreted, cell membrane",cell membrane
CDB25:0003146,APP AGER,APP,AGER,Direct,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-APP%20AGER-based-on-Pubmed-ID-8751438,"APP (AD1, alpha-sAPP)","AGER (RAGE, SCARJ1, sRAGE)",HGNC:620,HGNC:320,ENSG00000142192,ENSG00000204305,"APP (AD1, alpha-sAPP)","AGER (RAGE, SCARJ1, sRAGE)","secreted, cell membrane",cell membrane
CDB25:0003147,APP APLP1,APP,APLP1,Direct,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-APP%20APLP1-based-on-Pubmed-ID-19126676,"APP (AD1, alpha-sAPP)",APLP1 (APLP),HGNC:620,HGNC:597,ENSG00000142192,ENSG00000105290,"APP (AD1, alpha-sAPP)",APLP1 (APLP),"secreted, cell membrane",cell membrane
CDB25:0003148,APP APLP2,APP,APLP2,Direct,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-APP%20APLP2-based-on-Pubmed-ID-19126676,"APP (AD1, alpha-sAPP)","APLP2 (APPL2, APPH)",HGNC:620,HGNC:598,ENSG00000142192,ENSG00000084234,"APP (AD1, alpha-sAPP)","APLP2 (APPL2, APPH)","secreted, cell membrane",cell membrane
